implementation	R1	R2	R3	R4	R5	R6	R7	R8	I1	I2	I3	I4	I5	I6	I7	I8	A1	A2	A3	A4	A5	A6	A7	A8	S1	S2	S3	S4	S5	S6	S7	S8	E1	E2	E3	E4	E5	E6	E7	E8	C1	C2	C3	C4	C5	C6	C7	C8	accuracy	elapse	country	fromsearch	age	gender
2	1	4	2	4	1	4	1	4	2	3	3	2	3	4	2	3	2	2	2	4	2	1	2	1	2	1	2	1	1	1	1	1	3	2	1	2	1	2	4	1	2	2	1	1	1	1	1	1	95	365	US	1	-1	-1
2	4	2	2	4	3	4	4	2	4	2	4	4	4	4	3	2	2	2	1	2	2	4	1	1	5	3	4	4	4	2	4	2	2	2	4	3	4	3	1	3	3	3	4	3	4	3	1	3	99	289	MY	0	-1	-1
2	4	1	1	1	1	1	1	1	5	4	1	1	1	3	1	1	1	3	2	3	4	3	4	4	1	4	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	95	300	IS	1	-1	-1
2	1	2	2	3	1	4	2	3	3	2	2	3	3	4	4	4	1	2	4	1	3	2	4	4	3	3	4	2	1	2	2	1	1	3	3	2	2	2	2	4	1	2	3	2	2	2	2	2	85	264	US	0	-1	-1
2	3	3	3	3	2	4	3	3	4	4	4	4	4	4	3	4	3	3	5	5	5	4	2	5	3	4	4	4	4	2	4	4	2	3	2	4	2	2	4	3	3	2	2	3	3	3	3	2	90	149	US	0	-1	-1
2	2	2	1	2	1	3	1	3	4	3	3	3	3	2	1	2	2	4	5	5	4	4	2	4	5	4	3	4	5	2	3	2	3	3	3	2	3	2	3	2	1	1	3	1	2	1	2	1	90	509296	US	1	-1	-1
2	1	2	1	1	1	3	2	2	4	2	2	1	2	1	3	1	1	2	1	1	3	1	1	3	2	3	1	1	2	1	2	2	1	3	1	1	2	2	1	1	1	3	1	1	2	1	2	2	85	161	US	1	-1	-1
2	3	3	3	3	3	3	3	2	4	4	4	4	3	4	3	3	2	2	3	2	2	3	2	2	3	4	3	2	3	3	2	3	2	2	3	2	2	2	2	3	3	4	3	2	3	3	2	3	90	187	MY	0	-1	-1
2	3	1	3	3	2	4	1	1	4	4	4	5	5	1	3	4	1	2	1	1	2	4	5	3	4	1	1	1	4	2	1	1	1	1	4	1	5	1	4	1	3	1	3	2	4	4	3	3	90	295	RO	1	-1	-1
2	1	1	1	1	1	1	1	1	4	4	4	3	1	4	3	2	1	3	5	4	3	4	1	3	4	4	5	2	5	3	4	4	3	4	3	5	3	4	3	3	2	1	1	1	1	1	1	1	85	210	AU	0	-1	-1
2	1	2	3	3	3	2	3	2	2	4	-1	4	4	4	4	4	1	2	1	4	4	1	1	1	1	3	2	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	62	132	US	0	-1	-1
2	2	2	1	3	1	3	2	1	5	4	4	5	5	4	5	3	4	2	3	5	4	5	3	3	3	3	4	2	4	3	3	2	1	2	2	1	2	2	1	2	2	3	3	3	4	5	2	2	25	161	US	0	-1	-1
2	1	3	2	2	1	3	1	2	5	5	4	5	3	4	3	3	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	2	2	1	3	3	4	1	4	4	1	1	1	1	3	3	2	1	95	130	US	1	-1	-1
2	4	4	1	4	4	3	4	4	3	2	1	2	2	2	2	2	1	2	4	1	1	3	3	5	5	4	3	4	3	3	2	2	4	3	4	2	4	3	4	5	3	3	3	2	3	3	3	3	85	173	US	1	-1	-1
2	2	1	1	3	2	1	2	2	5	2	3	4	5	2	4	3	3	2	2	3	3	3	3	2	5	3	3	3	3	3	3	2	3	2	3	2	3	2	4	2	2	2	2	3	3	3	2	2	80	199	GB	1	-1	-1
2	3	2	2	1	1	1	1	1	5	1	1	2	1	1	1	1	1	1	2	3	4	4	2	3	4	5	4	3	5	5	3	1	3	3	4	2	3	4	2	5	3	3	3	2	2	1	2	2	80	131	US	1	-1	-1
2	4	3	3	3	2	2	3	1	3	3	3	3	3	2	2	3	3	3	3	2	2	2	3	3	4	4	4	3	3	2	3	4	3	3	3	2	4	2	4	3	5	3	4	4	3	2	-1	4	85	115	SG	0	-1	-1
2	3	4	4	4	-1	3	2	3	-1	4	4	4	4	4	2	3	4	4	3	4	4	3	3	2	3	2	4	4	4	4	3	2	4	3	4	3	3	4	3	3	4	2	4	4	2	5	4	3	70	204	ID	1	-1	-1
2	2	3	2	3	2	4	2	2	3	4	4	3	4	5	4	4	2	2	3	2	2	3	3	2	3	4	3	2	3	4	4	2	3	3	4	2	-1	4	4	4	2	2	3	2	2	3	2	2	75	243	US	0	-1	-1
2	2	1	1	1	1	1	2	1	5	5	5	4	4	4	4	2	4	2	5	4	4	3	1	2	5	4	5	1	5	1	1	1	3	3	3	1	3	2	2	3	1	2	1	1	3	2	1	3	80	756	RS	0	-1	-1
2	1	3	1	2	1	2	1	2	3	3	4	4	3	4	2	3	3	3	4	3	4	3	1	2	4	2	3	3	4	2	2	2	1	1	2	2	3	1	2	1	1	1	1	1	1	1	1	1	85	143	CA	0	-1	-1
2	2	2	1	2	2	2	1	1	2	2	2	4	2	2	2	1	2	2	4	2	2	2	3	4	5	4	4	2	5	1	2	3	4	2	4	4	5	4	4	4	4	1	2	2	3	2	2	2	90	301	US	0	-1	-1
2	2	2	2	3	1	3	2	2	2	2	1	4	1	3	2	3	5	5	5	5	5	5	5	5	5	4	5	4	5	5	5	3	4	2	4	3	4	3	2	2	3	1	2	3	4	2	3	3	99	163	US	0	-1	-1
2	1	2	2	1	1	3	1	3	5	5	5	5	5	5	5	4	1	2	3	2	3	3	4	3	3	5	5	4	4	1	1	4	3	3	3	3	3	1	3	1	1	1	1	3	1	1	3	1	100	149	US	1	-1	-1
2	-1	3	5	5	1	5	-1	5	5	5	4	5	1	5	1	5	1	1	3	4	5	4	1	3	5	1	1	3	3	5	5	-1	3	1	1	1	1	3	1	5	4	5	3	3	5	1	1	5	68	225	MY	0	-1	-1
2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	1	3	1	2	1	1	1	1	1	2	3	1	3	3	4	1	2	2	3	2	2	2	4	2	100	721	DE	0	-1	-1
2	2	1	3	1	2	1	1	2	4	1	3	3	3	1	3	2	1	1	3	3	3	3	1	2	4	5	4	3	4	4	4	2	2	1	2	3	1	2	2	1	2	1	-1	2	1	1	2	1	90	132	US	1	-1	-1
2	1	2	2	3	2	2	1	1	4	-1	2	4	2	1	1	1	2	3	2	2	4	2	1	1	4	2	2	3	4	1	1	1	2	2	2	1	3	1	1	1	2	2	3	2	3	1	1	1	85	180	KW	1	-1	-1
2	1	1	1	1	1	4	1	2	5	3	3	4	3	2	1	2	3	2	1	3	3	4	1	2	4	3	2	1	4	4	4	1	3	1	1	1	3	1	4	3	1	1	1	1	2	3	2	1	90	211	US	1	-1	-1
2	3	1	2	4	2	2	1	2	4	4	3	4	3	4	2	3	3	4	4	4	4	4	1	3	3	2	4	2	3	2	3	2	2	1	4	2	4	2	2	3	1	2	2	3	3	1	3	3	80	202	KR	0	-1	-1
2	3	1	2	3	1	2	3	1	5	3	3	3	3	3	4	1	1	3	1	1	1	2	1	1	5	4	3	1	4	3	3	3	3	4	3	1	3	4	4	3	1	3	2	3	2	3	3	3	100	157	US	1	-1	-1
2	5	5	1	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	5	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	5	1	5	5	5	1	1	5	100	81	US	0	-1	-1
2	3	3	4	4	1	3	4	3	2	4	4	2	4	4	4	4	1	2	4	5	4	2	4	3	3	4	2	-1	3	2	2	3	3	3	2	3	3	2	2	2	3	3	2	2	3	5	3	2	40	131	US	0	-1	-1
2	3	1	1	1	1	1	1	3	2	3	4	4	3	4	4	1	1	1	1	1	1	1	1	1	-1	2	3	2	2	2	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	90	668	MY	0	-1	-1
2	3	2	2	2	2	3	4	4	5	4	3	3	3	5	1	3	2	2	2	3	2	2	5	2	5	4	4	4	5	3	4	3	4	3	4	1	3	4	4	5	2	2	1	1	2	2	2	2	93	257	US	1	-1	-1
2	1	1	1	1	1	1	1	1	4	5	4	4	4	1	3	1	1	1	4	1	1	1	1	1	4	4	4	4	4	3	3	3	3	2	4	4	4	2	3	2	2	1	1	1	1	1	1	1	95	213	US	1	-1	-1
2	2	1	1	4	2	2	3	1	3	3	3	3	3	3	2	3	4	2	4	4	5	5	2	3	2	3	1	5	2	1	4	3	1	1	3	2	2	2	2	2	2	3	4	3	5	3	3	3	85	322	HK	1	-1	-1
2	3	2	3	2	2	2	2	2	4	2	2	3	2	4	2	2	2	4	2	4	4	3	4	4	4	4	5	4	5	2	2	3	4	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	85	220	AU	1	-1	-1
2	1	1	1	1	1	1	1	2	3	4	4	3	4	4	4	3	3	4	4	5	5	4	5	5	4	4	5	5	5	5	4	4	3	3	4	4	4	3	5	4	1	1	1	1	1	2	2	1	85	97	US	0	-1	-1
2	3	1	1	3	1	4	1	1	4	5	5	4	5	5	5	4	3	3	5	4	5	5	4	5	3	5	4	4	4	5	4	3	1	2	3	3	2	4	2	5	1	3	2	2	3	3	1	2	90	205	US	1	-1	-1
2	1	1	1	1	1	1	1	1	5	3	3	5	3	3	4	1	1	1	1	1	1	1	1	1	3	5	5	1	5	4	2	4	-1	3	3	1	1	1	1	1	3	3	3	3	3	1	3	1	100	384	US	0	-1	-1
2	3	1	3	5	1	3	3	1	3	1	1	1	4	3	3	5	1	1	1	1	-1	1	1	1	5	3	3	1	5	1	1	4	1	1	1	1	1	1	1	1	1	1	3	1	4	1	1	1	80	288	US	1	-1	-1
2	4	3	2	3	3	4	3	4	5	2	2	3	2	2	3	2	2	2	2	2	2	2	2	2	3	4	3	5	4	4	4	5	2	2	3	2	3	2	4	3	3	3	3	3	3	3	3	3	90	173	US	1	-1	-1
2	2	2	1	1	2	2	1	1	3	2	1	2	2	2	2	2	1	3	4	4	5	2	4	4	3	4	1	3	3	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	1	3	2	2	80	228	US	1	-1	-1
2	3	3	1	2	1	2	2	2	4	4	4	4	3	4	4	3	4	5	3	4	4	5	3	2	5	3	5	4	4	4	5	4	2	2	4	2	3	2	3	3	4	3	3	1	3	3	3	1	87	624	US	1	-1	-1
2	5	5	5	1	3	2	1	4	3	5	5	4	4	5	4	5	4	3	4	4	3	4	4	4	5	3	1	2	2	2	1	1	5	3	4	2	5	4	3	4	5	4	4	4	5	4	4	3	90	203	HK	0	-1	-1
2	3	1	1	1	1	1	2	1	4	5	4	2	4	4	4	4	4	5	2	5	5	5	4	5	2	4	3	2	4	1	3	1	2	3	2	1	3	2	2	2	3	3	3	3	3	3	3	3	100	127	US	0	-1	-1
2	3	1	2	1	1	2	1	1	3	4	4	3	4	5	4	5	2	3	3	4	5	3	4	4	2	3	2	1	2	2	3	1	2	1	2	1	4	2	1	5	1	1	1	1	3	2	1	1	90	170	IN	0	-1	-1
2	1	4	1	3	2	4	3	4	1	4	4	3	2	4	4	5	3	2	5	5	5	5	5	5	2	5	3	4	4	5	5	5	1	3	2	2	3	4	1	3	2	4	2	2	2	4	4	2	4	463	US	0	-1	-1
2	2	2	2	2	1	2	1	1	5	5	5	3	4	5	4	3	3	1	1	2	4	5	1	1	2	3	2	3	3	3	4	2	1	1	3	1	2	2	2	3	4	3	4	4	5	4	4	4	97	167	US	0	-1	-1
2	3	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	3	4	3	5	1	1	3	3	1	1	1	3	5	3	1	1	3	1	1	1	4	1	2	1	3	1	1	1	1	1	1	98	132	US	1	-1	-1
2	2	1	1	1	1	1	1	1	4	5	2	2	1	3	1	1	4	5	5	4	5	4	3	4	3	5	4	4	4	3	4	4	3	4	2	3	3	3	2	2	2	3	2	1	2	2	1	1	85	194	CY	1	-1	-1
2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	4	3	3	4	3	3	1	1	2	3	2	1	3	2	3	1	1	1	2	1	1	1	1	1	1	3	2	1	1	-1	1	1	75	113	US	0	-1	-1
2	1	3	1	2	1	4	2	2	5	4	5	5	4	3	3	3	5	5	5	5	4	5	3	5	3	3	5	5	5	5	4	2	2	1	2	5	2	2	2	1	2	1	2	2	1	3	1	1	100	120	US	0	-1	-1
2	1	4	1	1	1	1	1	1	5	5	5	3	5	5	5	5	3	4	4	5	4	2	5	4	3	2	1	4	2	4	4	1	1	2	4	3	1	1	4	4	1	1	1	1	1	1	1	1	85	343	BE	1	-1	-1
2	3	5	1	1	1	5	1	1	5	5	5	4	5	5	5	1	4	2	2	5	4	4	1	2	4	5	5	5	5	4	5	5	2	2	5	4	5	1	1	5	5	1	5	5	5	2	2	4	100	205	US	0	-1	-1
2	3	1	1	2	1	2	4	1	5	2	3	5	3	1	4	1	1	1	1	1	1	1	1	1	4	3	1	1	2	3	1	1	1	4	1	1	5	3	2	1	5	5	-1	5	5	5	4	4	90	278	CA	1	-1	-1
2	1	1	1	1	1	1	1	1	2	2	3	1	1	3	1	3	1	1	5	1	1	1	1	3	1	3	1	1	1	1	1	1	1	2	3	1	1	2	1	2	1	1	1	1	1	1	1	1	95	131	US	1	-1	-1
2	1	4	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	5	5	5	5	5	5	5	1	3	1	5	3	5	5	5	4	5	1	5	5	5	1	5	1	3	1	1	1	1	1	1	99	310	US	1	-1	-1
2	1	1	2	1	2	1	1	1	5	4	2	5	4	1	4	1	3	5	5	1	5	4	1	3	1	1	5	1	4	1	1	1	1	1	4	4	5	4	1	3	4	2	1	1	1	1	1	1	90	281	RU	0	-1	-1
2	1	1	1	2	1	1	1	1	2	3	3	1	1	3	3	3	3	4	5	5	3	4	1	4	3	3	3	2	3	3	2	2	2	3	3	4	2	3	1	2	1	2	2	2	2	2	1	1	85	181	US	1	-1	-1
2	4	1	1	3	1	1	2	1	2	1	1	3	1	1	2	1	2	1	3	2	1	4	1	1	3	3	2	2	2	1	2	1	3	3	2	1	4	2	4	1	4	4	4	4	4	4	4	3	90	199	US	1	-1	-1
2	3	2	1	3	1	3	3	3	5	4	5	5	5	4	5	4	1	1	1	1	2	1	1	2	4	4	3	3	3	3	4	3	1	1	3	1	3	1	1	2	3	3	3	3	5	3	2	3	85	226	CA	0	-1	-1
2	2	3	1	1	1	1	1	3	4	3	3	4	2	4	3	4	4	3	3	4	2	3	5	4	2	5	4	4	4	5	3	4	3	3	3	2	1	3	3	2	2	1	2	1	3	3	1	1	98	258	US	0	-1	-1
2	1	1	1	1	1	1	1	1	2	4	4	1	3	3	2	1	2	5	2	3	5	3	3	4	5	5	4	3	5	4	4	4	2	4	4	2	4	4	5	4	1	3	2	3	2	2	5	2	100	195	US	0	-1	-1
2	3	5	5	5	5	5	3	5	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	100	125	US	0	-1	-1
2	2	4	1	4	1	3	2	3	1	5	4	1	1	3	1	1	3	4	4	3	4	5	1	3	2	4	1	1	2	4	4	2	2	2	1	3	2	2	2	1	1	3	1	1	1	3	1	1	95	292	US	0	-1	-1
2	1	1	2	4	1	1	1	1	3	4	4	4	2	4	2	3	5	5	4	5	4	5	5	4	4	5	5	5	5	4	4	4	3	2	2	3	2	2	1	3	2	3	3	2	4	4	2	2	85	471	AU	0	-1	-1
2	4	4	4	4	3	4	3	4	2	5	4	3	4	4	4	4	1	1	3	1	1	4	2	4	3	3	2	2	3	4	4	3	2	4	4	1	4	4	3	4	4	4	3	4	4	5	4	4	60	750	AU	1	-1	-1
2	3	3	3	3	1	3	1	2	4	5	5	4	5	5	5	4	5	5	3	5	5	5	5	4	5	5	5	5	5	2	2	3	3	1	5	2	5	3	1	2	4	3	4	3	3	3	3	3	80	200	ES	0	-1	-1
2	1	2	1	2	1	2	2	2	3	2	2	1	2	2	2	1	1	1	5	1	2	1	3	4	1	1	1	1	1	1	1	1	3	4	2	3	2	3	4	4	2	3	3	2	1	3	3	3	80	204	BR	1	-1	-1
2	4	3	1	2	2	3	2	2	5	5	4	3	3	5	3	4	2	4	2	4	3	4	3	2	1	5	5	2	5	5	4	5	3	2	1	2	2	2	2	3	1	1	1	3	3	2	1	2	80	571	OM	0	-1	-1
2	4	1	1	2	1	1	1	1	3	4	4	5	4	4	4	1	5	5	3	5	4	5	5	1	5	2	5	2	5	5	2	2	3	3	2	1	5	4	3	2	2	1	1	2	1	1	1	1	99	273	US	0	-1	-1
2	1	3	2	2	2	4	1	3	4	4	4	4	4	5	4	5	4	5	5	5	3	5	4	5	4	3	3	-1	4	2	3	3	1	3	3	3	3	3	2	4	1	3	2	2	1	1	1	2	80	206	BG	1	-1	-1
2	1	1	1	3	3	1	4	1	1	1	1	1	1	1	2	3	1	1	2	-1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	4	1	2	1	1	2	4	1	3	70	137	MY	1	-1	-1
2	3	3	1	3	1	3	2	2	5	4	4	4	3	4	3	5	3	4	4	3	3	4	3	4	3	4	4	2	3	4	3	4	3	1	4	4	1	3	3	4	3	2	2	3	3	4	2	3	95	180	US	0	-1	-1
2	3	1	3	1	1	2	4	2	4	4	3	4	4	4	4	4	4	1	2	4	2	4	3	1	3	3	1	4	2	1	3	1	3	1	3	1	3	1	2	1	2	2	3	1	3	2	3	3	70	198	US	1	-1	-1
2	2	3	1	1	2	1	3	1	5	5	3	1	4	4	2	3	1	2	1	1	2	1	2	1	4	3	4	3	5	4	4	4	4	4	4	4	2	4	4	4	2	2	1	-1	1	1	1	2	100	141	GB	1	-1	-1
2	1	1	1	1	1	1	1	1	5	3	1	4	1	1	1	1	5	4	4	4	4	4	4	4	5	2	-1	3	4	1	3	3	1	3	4	3	1	2	4	4	2	1	1	1	1	1	2	1	75	160	US	1	-1	-1
2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	4	4	3	4	2	1	2	4	4	2	2	3	2	1	4	3	4	4	1	5	4	1	4	1	1	1	1	1	1	1	1	100	102	IE	0	-1	-1
2	1	2	3	1	1	1	1	1	4	3	3	4	4	2	4	1	2	4	5	3	2	1	3	1	2	3	4	4	4	1	1	1	2	3	4	2	5	1	1	1	2	3	3	1	3	1	1	1	80	109	US	1	-1	-1
2	3	1	1	2	1	1	3	2	4	5	5	2	1	5	1	4	4	5	5	2	5	3	5	5	5	5	5	2	5	3	4	4	3	3	3	2	5	2	4	3	2	3	2	2	2	3	2	2	80	187	US	1	-1	-1
2	4	1	1	2	2	2	2	2	5	4	4	4	3	4	5	4	1	1	4	2	4	2	2	1	1	5	4	4	3	1	3	3	1	1	1	2	2	1	3	1	2	3	4	2	3	3	3	2	90	336	US	1	-1	-1
2	1	3	1	1	1	2	1	-1	5	4	3	5	4	4	2	4	2	4	3	4	5	3	1	4	3	4	3	3	3	3	4	3	1	1	3	3	4	2	2	4	3	1	1	3	4	3	3	2	70	184	US	0	-1	-1
2	4	1	3	5	3	3	3	1	4	4	5	5	5	4	5	3	1	2	1	1	2	3	3	2	2	1	1	4	1	1	1	1	1	2	3	1	4	2	2	1	3	4	5	2	4	4	2	3	95	134	PT	0	-1	-1
2	1	1	1	3	1	1	1	1	5	5	5	4	5	5	4	3	3	1	2	4	5	5	1	1	2	5	5	4	5	1	3	4	1	1	1	1	1	1	1	2	1	1	1	1	3	3	1	1	98	140	GB	0	-1	-1
2	3	-1	2	3	3	3	2	3	4	3	3	3	3	4	2	3	4	5	4	4	4	4	4	4	4	3	4	3	3	3	3	3	1	3	3	1	3	3	3	3	1	3	2	2	2	2	3	4	65	310	DE	0	-1	-1
2	4	1	1	1	1	1	1	1	4	5	5	3	3	5	3	3	1	2	4	1	2	1	1	2	4	-1	1	3	-1	2	3	1	1	1	1	1	5	1	1	1	1	1	3	1	3	4	1	1	100	125	US	1	-1	-1
2	3	3	3	3	3	3	3	2	3	3	5	4	4	3	3	1	3	2	4	3	4	4	2	1	4	5	3	4	4	4	3	4	3	1	5	1	4	3	2	3	3	1	3	3	1	2	3	3	60	469	MY	0	-1	-1
2	1	2	1	4	1	-1	1	1	5	1	2	4	1	1	1	1	3	4	-1	5	3	5	1	1	1	3	1	3	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	2	1	1	1	85	684	FR	1	-1	-1
2	5	5	5	4	4	4	4	5	1	5	5	1	4	5	5	5	2	2	3	-1	2	2	4	3	2	4	-1	3	3	3	3	1	4	4	4	2	4	3	5	3	2	4	4	3	4	3	4	5	5	151	AU	1	-1	-1
2	1	3	1	1	1	2	1	2	4	4	4	1	4	4	2	3	1	4	4	2	5	1	1	4	4	5	3	4	4	1	3	1	2	1	1	1	3	1	2	3	1	1	1	1	1	1	1	1	98	120	US	0	-1	-1
2	3	4	2	3	1	2	2	3	1	-1	2	3	1	1	1	3	4	4	5	4	2	4	3	4	2	5	4	2	2	3	3	3	1	3	2	2	2	3	2	3	1	3	2	1	1	2	1	2	90	218	US	0	-1	-1
2	4	3	1	4	1	3	1	3	3	4	3	4	3	3	3	3	5	2	5	5	5	5	5	5	3	3	3	4	4	3	4	4	2	3	3	4	4	3	3	4	4	3	3	3	3	3	3	3	100	573	ID	1	-1	-1
2	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	4	1	1	4	1	5	1	1	4	5	4	3	4	4	5	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	98	154	US	1	-1	-1
2	3	4	1	3	3	4	1	5	4	4	4	4	4	4	3	3	3	3	3	4	3	3	1	3	4	4	3	5	4	4	5	4	1	4	3	5	1	3	5	3	1	1	4	2	4	1	1	2	80	215	CA	1	-1	-1
2	2	3	3	3	2	4	2	1	2	2	1	3	2	2	3	1	1	3	1	1	4	3	3	1	4	4	1	1	4	4	4	1	4	2	5	2	5	5	3	4	3	4	3	4	5	5	4	3	90	136	GB	0	-1	-1
2	1	2	1	1	1	2	1	1	1	4	4	4	4	4	3	4	4	1	4	4	1	4	1	2	4	3	3	1	4	3	1	2	1	1	2	1	2	1	4	1	1	4	1	1	5	1	1	1	100	261	CA	1	-1	-1
2	1	2	1	1	1	1	4	1	3	3	3	3	3	1	3	1	1	1	5	4	1	5	1	5	2	3	1	1	3	3	3	3	1	3	3	5	4	4	3	5	3	4	3	4	1	1	3	1	90	174	AU	0	-1	-1
2	1	2	1	1	1	2	1	2	2	3	1	3	3	2	2	1	2	2	2	2	2	2	1	3	2	1	1	3	2	1	2	2	1	1	3	2	3	2	3	1	3	2	2	2	1	1	-1	1	95	273	US	1	-1	-1
2	1	1	1	1	1	1	1	1	5	5	5	4	4	5	5	2	4	4	4	4	4	5	2	2	3	4	4	4	3	5	3	3	2	1	1	4	4	4	2	3	2	1	2	2	1	1	1	2	90	147	US	0	-1	-1
2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	3	5	4	1	5	4	3	4	3	5	4	1	4	4	4	4	1	1	1	3	1	4	1	4	1	1	1	1	1	1	1	1	100	108	US	0	-1	-1
2	3	5	1	1	1	5	1	4	3	1	3	3	1	5	1	3	5	1	4	5	4	5	3	1	1	1	1	3	1	1	1	1	1	1	1	3	1	1	3	1	1	1	1	1	1	1	1	3	90	135	CA	0	-1	-1
2	1	2	1	1	1	3	1	1	1	2	1	4	1	1	1	5	4	5	5	4	4	4	5	5	5	5	4	4	4	2	4	4	5	2	5	1	3	3	2	3	1	1	1	1	1	1	2	1	100	215	NL	1	-1	-1
2	1	3	1	3	1	2	1	2	5	4	5	5	5	4	5	4	3	2	4	5	5	5	5	3	5	5	5	4	5	5	5	3	4	3	3	3	3	3	3	4	4	2	3	3	2	2	3	2	95	191	CA	1	-1	-1
2	1	2	1	1	1	1	1	1	2	1	1	1	1	4	1	1	1	4	5	1	5	3	4	4	1	3	1	1	1	1	1	1	1	2	1	1	1	1	1	4	1	1	1	-1	1	1	1	1	100	140	US	0	-1	-1
2	4	1	1	3	2	1	3	1	4	5	4	4	4	5	4	5	1	1	1	1	3	4	3	4	3	4	2	4	4	2	4	3	3	1	2	2	3	3	3	3	3	4	4	3	4	5	3	4	95	292	US	1	-1	-1
2	3	2	1	3	2	3	3	2	4	5	2	3	3	4	2	3	2	3	3	2	3	2	2	3	5	4	3	4	4	4	5	3	1	2	3	3	2	3	2	3	3	3	4	3	3	4	3	3	100	178	US	1	-1	-1
2	3	1	1	4	1	1	1	1	2	3	4	5	4	4	3	4	3	4	4	3	4	3	2	4	4	3	2	1	2	1	4	1	3	1	2	1	3	1	3	1	1	1	1	1	1	1	2	1	100	149	US	0	-1	-1
2	1	1	1	2	1	4	1	1	4	4	3	3	4	2	2	2	5	4	5	4	5	4	1	4	4	4	5	2	5	4	5	2	3	2	4	2	3	4	4	4	1	1	1	1	1	1	1	1	90	170	US	0	-1	-1
2	2	3	1	3	1	4	1	3	3	4	3	2	2	3	2	1	4	4	2	2	3	4	2	4	5	4	4	4	4	2	2	2	1	2	2	2	2	2	2	2	2	2	3	2	1	2	2	2	78	236	US	0	-1	-1
2	3	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	3	4	5	3	2	4	3	4	4	4	4	3	4	4	4	3	4	5	4	4	4	4	4	4	2	4	2	3	3	2	4	2	70	173	NZ	0	-1	-1
2	1	1	2	1	1	1	1	1	5	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	5	4	5	4	5	1	5	5	1	2	3	2	4	4	1	3	1	1	1	1	1	1	4	1	85	111	CA	1	-1	-1
2	1	1	1	2	1	1	1	1	5	2	2	4	4	1	3	1	5	5	3	5	5	5	2	3	3	5	3	3	1	1	1	1	3	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	100	115	GB	0	-1	-1
2	5	1	1	3	2	2	1	3	1	1	1	4	3	3	2	2	5	3	2	3	3	5	4	3	4	3	1	4	3	4	5	3	2	2	4	1	4	4	3	4	1	1	2	3	3	2	2	4	70	302	HK	0	-1	-1
2	3	2	2	4	2	3	2	1	4	4	4	4	4	4	4	3	5	5	4	5	5	5	5	4	5	4	5	4	5	4	4	3	1	3	4	2	3	2	1	3	3	3	3	3	3	1	1	3	80	153	US	0	-1	-1
2	3	1	1	2	1	1	1	1	2	4	4	5	4	4	4	1	4	4	4	-1	5	5	5	4	4	4	4	2	5	2	4	3	3	1	2	2	2	2	1	1	2	1	2	2	1	1	1	1	98	193	BR	0	-1	-1
2	2	2	2	4	2	3	4	2	2	4	2	4	2	2	2	3	4	5	4	4	5	5	4	5	2	4	4	2	3	4	3	2	2	3	3	3	4	4	2	4	2	4	2	4	4	4	4	4	100	166	US	0	-1	-1
2	3	1	1	2	2	1	2	1	4	5	4	3	4	5	3	4	1	5	5	5	5	2	1	5	4	4	3	3	4	2	5	3	1	3	4	3	3	3	2	5	3	2	3	3	5	3	3	3	90	145	US	0	-1	-1
2	4	2	1	1	1	3	3	3	5	2	5	3	5	5	4	5	4	3	3	2	5	3	3	5	3	1	3	3	1	1	1	1	3	1	1	4	1	2	1	2	3	3	2	4	1	2	1	3	50	236	SG	1	-1	-1
2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	4	1	1	1	2	1	4	4	3	4	3	2	2	1	3	4	4	4	4	4	1	1	1	1	1	2	1	1	1	1	75	163	US	0	-1	-1
2	2	1	1	4	1	4	4	2	5	4	4	5	5	4	4	3	4	5	5	4	5	5	3	4	5	3	4	4	4	2	4	3	2	2	4	3	5	4	2	1	1	3	4	2	5	4	2	1	79	670	HK	0	-1	-1
